no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,num_emojis,lemma_posts,topic,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
36,4,Kuota Kharma Evo full carbon aero road bike size xs ladies women,"1,250",Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Circuit Road Block 60,heheixjna,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,224,"Kuota, Kuota, Kuota, Cinelli",1250.0,640,109,0,kuota kharma evo carbon aero road bike size xs lady woman size xs current rider height 158 cm specs kuota kharma evo high modulus carbon frameset token t33 slr carbon wheelset ceramic bearing 1090gram shimano ultegra 6700 groupset 10 speed shimano dura ace chain kuota ck30 evo carbon crankset cinelli neo morphe carbon bar 3 t arx 2 pro stem vittoria rally tyre selle italia diva gel flow saddle swissstop black prince brake pad wellgo lightweight pedal bontrager oclv carbon bottle cage titanium ultralight skewer lovely condition fully clean serviced ready ride,-1,0.15227108733409192,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
7,2,Parlee Z4 Frame,"1,800",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 267 Toh Guan RoadAt my convenience,projectb2,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,11,"Parlee, Parlee",1800.0,133,24,0,parlee z4 frame rare parlee z4 frame fork size m. rider height 176 mm frizik carbon seatpost zipp sl 100 mm -17deg stem,-1,0.1455232600245022,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
9,2,Chapter2 Tere Size M like supersix,"1,800",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),soy_sauce_duck,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,56,"giant, scott, bianchi, factor, canyon, pinarello, dogma, colnago, specialised, swork, wilier, Ridley, cannondale, cannondale, cervelo, systemsix, seka",1800.0,1000,167,0,chapter2 tere size m like supersix sell chapter2 tere size m 1.72 m reference similar cannondale supersix 2022 model frame handlebar bb 1800 bike 4500 take care ulterga di2 come pedal charger bottle cage cosmetic damage keep   bike spec size 53 aero drop bar 42 cm bontrager xxx lite carbon stem 110 mm ulterga r8070 trp rotor 160 yoeleo c50 pro ridenow tpu inner tube gp5000 yoeleo 230 hub 52 t like dt swiss 350 marble finish loss gain zipp giant swork specialise tcr propel enve canyon aeroad ultimate sl7 sl6 cateye oakley kmc speed cervelo garmin wahoo scott btwin vision dura ace ultegra 105 shimano zipp factor o2 ostro vam venge vias chapter 2 rere planet × stealth bianchi cannondale   wily   ridley shimano   sram bike road bike sarto pinnacle colnago continental pzero cecco meet kabuto giro systemsix seka s5 soloist christ king hope pinarello dogma,-1,0.12454649431503197,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
8,10,raleigh r700 roadbike upgraded ,600,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Sengkang MRT/LRT Interchange (NE16/STC),adrimohmad,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,specialized,600.0,246,36,0,raleigh r700 roadbike upgrade   wtt wts)price nego inner wiring channel carbon dropbar empire pro shifter rear derailleur   ultegra crank litepro pedals(might change soon specialized seat tbh idek wheelset prolly js aloy smth,-1,0.13846693942867305,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
5,4,🚴‍♂️Giant SCR A1 Carbon Alloy Road Bike & Neo Tacx Smart Trainer🚴‍♂️,"1,400 1,600",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Yew Leong MinimartBukit Batok East,iosias,Joined 7 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,17,"Giant, Giant, Giant, Giant, Giant, Giant, Giant, Giant, Giant",1400.0,4809,729,12,"giant scr a1 carbon alloy road bike neo tacx smart trainer combo set giant scr a1 carbon alloy road bike neo tacx smart trainer maintain bike trainer set ready new home recent train servicing new chain new handle tape   giant scr a1 carbon alloy road bike shimano 105 m size perfect balance weight stiffness durability   neo tacx smart trainer immersive dynamic indoor training experience   bicycle stand convenient bike storage   spare wheel ready replacement need   bike accessories prepared situation   comfort seat additional cushioned seat home indoor training need wear padding open negotiation buy willing negotiate buy set separate 600 road bike 800 neo tacx smart trainer info giant scr a1 carbon alloy road bike shimano 105 m size giant scr a1 carbon alloy road bike craft bicycle belong mid high range segment road bike market excellent choice rider seek combination performance comfort value overstretch budget   medium m size road bike suitable rider approximately 170 cm 180 cm   price estimate 2nd hand market price giant scr a1 carbon alloy composite road bike usually approx sgd$800 cousin giant tcr advanced 1 base current price similar bike online marketplace carousell shopee frame material   carbon alloy composite frame provide ideal balance weight stiffness durability comparison material offer resilience affordability alloy combine lightness vibration absorption carbon groupset   equip shimano 105 groupset step entry level gear like shimano tiagra sora find budget bike shimano 105 choice recreational rider amateur racer reliable performance good value money weight   8.2 9.1 kg bike balanced blend lightness durability carbon alloy frame shimano 105 groupset ensure optimal performance excess weight offer versatile choice riding condition brand reputation   giant large reputable bicycle manufacturer globally bike know quality performance value money info neo tacx smart trainer neo tacx smart trainer tier choice indoor cycling enthusiast seek realistic immersive unplugged portable training experience high connectivity quiet operation accurate performance datum stand market ride hyper realistic virtual cycling world zwift virtual world price estimate 2nd hand market price original neo tacx usually sgd 1,000 sturdy like original neo tacx realism   advanced technology offer realistic ride feel replicate different terrain vary vibration include downhill simulation create immersive experience unmatched model connectivity   feature ant+ bluetooth capability enable connect device app tracking share progress high level connectivity enhance training session make interactive enjoyable noise level   despite powerful performance neo tacx smart trainer know quiet operation significant advantage train indoor minimize disturbance power portability   model operate unplugged make highly portable allow train prefer worry find power outlet rare feature smart trainer add trainer flexibility convenience accurate power measurement error rate 1 ensure training datum precise allow optimize training session brand reputation tacx trust world indoor cycling trainer know high quality product tacx trainer popular choice cyclist level tag giant giantscra1 carbonalloybike shimano105 mediumbike roadbike neotacx smarttrainer indoorcycling bikeaccessories bikesetsale cyclinggear fitnessequipment",-1,0.21540052278999475,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
12,1,Canyon endurace CF 7 size M,"1,800",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Redhill MRT Station (EW18),k.w.o,Joined 8 years ago,Not Responsive,Verified,1.0,1.0,1.0,5.0,19,Canyon,1800.0,153,26,0,canyon endurace cf 7 size m red colour size m rim brake slight scuff scratch lightly   accident rfs upgrading   nego lowballer ignore,4,1.0,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,High
7,4,🆕GIANT ESCAPE 2 CN 2023 Hybrid Disc Brake Bike | Shimano Tourney 21 Speed City Bicycle,580,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,9002 tampines St 93 Level 4,bikeco,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,1000,"GIANT, Giant, Giant, Giant",580.0,1374,213,23,giant escape 2 cn 2023 hybrid disc brake bike shimano tourney 21 speed city bicycle price 1 bike(firm ready stock brand new ready sets pre order require    free gift bike stand bell reflectors bottle cage worth 20    free bike assembly tuning free 3 month tuning adjustment limited warranty available size   size s suitable 160 172 cm rider size m suitable 170 cm 180 cm rider    add limited sets ):   package 1 25   usb rechargeable light rear light cable lock   upgrade bottle cage design    package 2 48   usb rechargeable light rear light 5 digit number lock   upgrade bottle cage design phone holder             dealing options self collection   9002 tampines st 93 singapore 528836 appointment      island wide bike delivery additional 35 specification frame giant escape allux fork high carbon steel shift lever shimano 3x7 speed derailleur shimano tourney 3 speed rear derailleur shimano tourney 7 speed brake giant mechanical disc brake crankset 48/38/28 cassette shimano mf tz500 7 14 34 t tire   giant s x3 700x35c tyre   follow telegram channel late product upcoming promotion   t.me/bikecosg check listing bicycle parts accessories,-1,0.14420478159776834,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
1,10,TRIFOX X16 Frameset ,"1,350",Brand new,Mailing · Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,Y,Y,"57 Senang Crescent58 senang crescent s416625, 02-16",SpokeProject,Joined 9 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,45,"TRIFOX, Trifox",1350.0,955,150,0,trifox x16 frameset   trifox x16 lightweight road bike frameset relatively relaxed geometry available plenty color option internal routing • lightweight • high quality carbon fiber   carbon fiber raw material derive toray t800 high quality carbon fiber flexible outside rigid inside light aluminum alloy strength steel   colour red black black logo chameleon blue chameleon purple hollow size 44 /49 /52 /54 /56 /58 cm frameset include frame fork headset seat post seat clamp warrenty frame 2 year great frameset choice switch alu frameset beginner roadie road bike budget custom bike build drop message • follow instagram @spokeproject 58 senang crescent   02 16 tank16 nearest mrt kembangan   east whatsapp +65 9846 1016,-1,0.13434407617438243,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
14,4,Boardman race 2013 road bike,"1,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Buona Vista MRT Interchange (EW21/CC22)Blk 18C Holland DriveSee 1+ locations,yourlocalpenguin,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,4.8,40,"look, Boardman",1000.0,446,73,0,boardman race 2013 road bike selling major exam come soon time cycle lightly condition week medium length ride time month fulcrum racing quattro lg wheelset   ultegra 6800 groupset look pedal deda stem deda handlebar slightly negotiable include spare light   lights bag bell bike computer include pm question thank,0,0.24196891923280903,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Med
8,4,S Works Rd 7 Specialized Roadbike Shoe,230 290,Brand new,Meetup,3 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,N,Y,Parkland Residences,quinox,Joined 3 years ago,Not Responsive,Verified,1.0,0.0,1.0,5.0,72,"Specialized, Specialized",230.0,121,21,0,s work rd 7 specialized roadbike shoe s work rd 7 specialized roadbike cleated shoe box dust bag receipt,0,1.0,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Low
20,9,Storck Visioner Campagnolo Record 11,"1,700",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Jalan Angin Laut Playground,whitearrows,Joined 6 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,465,"Storck, Storck, Storck",1700.0,298,48,0,storck visioner campagnolo record 11 size 47 recommend height 165 175 cm campagnolo record 11 groupset reynolds assault slg carbon wheelset 3 t arx 2 stem 3 t seatpost selle italia max slr saddle frame sign marcus storck founder storck bike good condition issue,-1,0.18300989275276935,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
104,10,Trek Madone 5.2 OCLV Carbon 120 Bontrager Road Bike Singlespeed Single Speed bicycle bike,650,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Kovan MRT Station (NE13),tgtmah,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.7,35,"Trek, Trek",650.0,918,144,0,trek madone 5.2 oclv carbon 120 bontrager road bike singlespeed single speed bicycle bike hi sell old bike basically carbon race bike 2006 simple lightweight single speed market bike part high end ... 2006 work bike run smoothly frame trek madone 5.2 oclv carbon fibre 51 cm crank shimano ultegra fc-6500 bb shimano octalink pedal dmr platform mtb pedal headset cane creek handlebars easton ea30 31.8 mm clamp 540 mm length think stem bontrager 100 mm 0 degree 31.8 mm clamp 1 1/8 steerer grip vans kult bmx grip brake shimano ultegra fc-6500 seatpost bontrager xxx carbon saddle selle italia novus tm flow rear derailleur shimano dura ace 7700 wheel fulcrum racing zero ceramic bearing carbon hubs rear wheel ritchey tire 25 mm continental gear ratio 42:14,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
3,4,Merida SCULTURA 400,880,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Great World MRT Station (TE15)Starlight Suites,secondhandcarl,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,44,Merida,880.0,36,6,0,merida scultura 400 info,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Med
151,10,Canyon Grail 7 Al 2021 Gravel Bike,"1,950",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,631 Choa Chu Kang North 6Deal at 680632 not 631,defhead,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,161,Canyon,1950.0,402,76,0,"canyon grail 7 al 2021 gravel bike price drop price fix   size m. grx 810 groupset 2x11 700cc new kmc x11el chain   fizik argo tempo r5 saddle change 60 mm short reach   bartape need change rfs sus hardtail trade value 2,500 trade gravel bike m size look expensive bike",-1,0.30513187104414047,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
8,6,Pedal Mafia PMCC Delta Pro Bib Size S,100,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Blk 815b Keat Hong QuadLoading Bay,strepsils11,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,66,look,100.0,204,40,0,pedal mafia pmcc delta pro bib size s new lightly bib size s good condition buy bib jersey look stylo picture post   meet postage free ask meet,-1,0.14263354393333819,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
30,10,Scott Speedster S 10 CR1 semi-carbon road bike,650,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bright Hill MRT Station (TE7),xpose1,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,130,Scott,650.0,266,42,0,scott speedster s 10 cr1 semi carbon road bike carbon seat stay carbon fork carbon seat post light aluminium frame 20 speed ultegra brake rear derailleur tiara shifter cat eye wireless computer current set pedal 8.5 kg,-1,0.18528557141114882,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
5,6,Merida Scultura Comp 905(Carbon),"1,199",Well used,Meetup,3 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Laguna Park MPHDm,shailshah7,Joined 7 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,1,"Merida, Merida, Merida, Merida",1199.0,670,103,0,merida scultura comp 905(carbon sell merida scultura 905 comp red(carbon condition 8/10 send servicing 23rd march 2023 rfs upgrade s work venge   merida scultura comp 905 carbon size   m l brake lever   shimano ultegra brakes   merida road pro cassette   shimano cs-4600 10 12 28 chain   kmc x10 10 speed crankset   fsa energy 50 34 mega fork type   bc carbon comp lite s frame type   scultura comp derailleur   shimano ultegra d headset   fsa no.55ep neck com hub   fulcrum racing comp hub rear   fulcrum racing comp rear derailleur   shimano ultegra ss rims type   fulcrum racing comp shifters   shimano ultegra -2 -10 skewers   fulcrum,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Med
19,3,Trek FX3,899,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Caldecott MRT Interchange (CC17/TE9),inferrno,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.6,9,Trek,899.0,230,43,0,trek fx3 price negotiable twice hybrid bike come bike lock pump free feature lightweight aluminium frame carbon fork 1x drivetrain powerful disc brake stop weather  ,3,0.5397493412152556,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
46,9,Trek carbon fork FX 7.6 white 9 speed Tiagra shimano rear gear  flat bar road bike bicycle hybrid,449,Lightly used,Meetup,3 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Pasir Panjang Road,bbt_bbt,Joined 8 years ago,Mostly Responsive,Verified,0.0,0.0,1.0,5.0,324,"Trek, trek",449.0,368,60,0,"trek carbon fork fx 7.6 white 9 speed tiagra shimano rear gear   flat bar road bike bicycle hybrid size 20 "" abt size m l expect surface scratch affect ride   smooth light fast ride hybrid suitable height 164 cm   accessory like phone holder bottle holder bicycle stand bell etc include   upgrade trek isozone grip worth 48  ",-1,0.15432568343703224,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
9,10,Giant OCR 5300,500,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Baker & Cook,js__02,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,44,Giant,500.0,15,3,0,giant ocr 5300,-1,0.3453435985994051,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
5,10,CF Colnago ACE - 54cm - Custom Build,"1,111 1,400",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Loyang Valley,the.king,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,11,Colnago,1111.0,269,49,0,cf colnago ace 54 cm custom build tdf season need let loss gain try lead clutter free life custom build 105s reynold assaults reference 1.83 m rider fit ok   54 cm tube   comfortable ride school like old school,-1,0.08472672701515681,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
15,7,Scott Speedster Contessa xxs Tiagra 10 speed,470,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Damai LRT Station (PE7)Waterway Point,soulocean,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,70,"Scott, Bianchi",470.0,568,94,0,scott speedster contessa xxs tiagra 10 speed aluminum bike colour similar bianchi celeste   good entry bike suitable indoor outdoor ride wipe ride   suitable rider 168 cm throw 11 cm stem fitting purpose fast deal 450 tiagra groupset new model tektro rim brake easy maintain compare disc brake   brand new btwin flat pedal 10 32 cassette 165 mm crank length   measurement image throw additional cushy saddle,-1,0.13919263541648477,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
